first_word	ensemble_pred	ensemble_conf	majority_pred	vote_strength	n_encoders_voting	empirical	total_emit_count	is_claude	ensemble_p_HP	ensemble_p_LP	ensemble_p_HN-D	ensemble_p_HN-S	ensemble_p_LN	ensemble_p_NB	gemma_pred	gemma_conf	ministral_pred	ministral_conf	qwen_pred	qwen_conf	gpt_oss_20b_pred	gpt_oss_20b_conf	granite_pred	granite_conf
(ﾟдﾟ)	HN-S	0.3556		2-2-1	5	HN-D	30	False	0.0626	0.036	0.1538	0.3556	0.3444	0.0476	HN-S	0.923	LN	0.42	HN-D	0.194	HN-S	0.352	LN	0.987
(ﾟ‿ﾟ)	LN	0.3065		2-1-1-1	5	LP	3	False	0.0987	0.0731	0.138	0.1372	0.3065	0.2464	NB	0.851	LN	0.361	HN-S	0.195	HP	0.201	LN	0.867
(ﾟ∀ﾟ)	HP	0.3209	HP	3-1-1	5	HP	7	False	0.3209	0.1878	0.0728	0.0818	0.1386	0.1982	HP	0.979	LN	0.401	HP	0.231	HP	0.327	LP	0.575
(ﾟ∇ﾟ)	HP	0.3221		2-2-1	5	HP	4	False	0.3221	0.1139	0.0654	0.0892	0.2921	0.1174	HP	1.0	LN	0.441	LP	0.197	HP	0.38	LN	0.779
(ﾟ▽ﾟ)	HP	0.2993		2-2-1	5	nan	0	False	0.2993	0.2339	0.0884	0.0732	0.1251	0.1801	HP	0.891	LN	0.396	LP	0.237	HP	0.368	LP	0.698
(ﾟ◕‿ﾟ)	HP	0.2665		1-1-1-1-1	5	HN-S	1	False	0.2665	0.1941	0.087	0.1079	0.1976	0.1469	HP	0.999	LN	0.638	HN-S	0.184	NB	0.252	LP	0.702
(ﾟ☉ﾟ)	LN	0.3067		2-1-1-1	5	HN-D	1	False	0.2124	0.0643	0.1408	0.2004	0.3067	0.0753	HP	0.851	LN	0.493	HN-D	0.205	HN-S	0.377	LN	0.736
(ﾟヘﾟ)	LN	0.3256		2-1-1-1	5	HN-S	3	False	0.2112	0.0355	0.1799	0.2003	0.3256	0.0476	HP	0.863	LN	0.342	HN-D	0.216	HN-S	0.367	LN	0.965
(ﾟヮﾟ)	HP	0.2595		2-1-1-1	5	HP	2	False	0.2595	0.1448	0.1414	0.1288	0.1877	0.1378	HP	0.951	LN	0.365	LP	0.187	HN-D	0.221	LP	0.429
(ﾟーﾟ)	NB	0.2964		2-1-1-1	5	nan	0	False	0.0546	0.0641	0.1391	0.2128	0.2329	0.2964	NB	0.698	HN-S	0.363	HN-D	0.203	HN-S	0.225	LN	0.52
(ﾟ﹏ﾟ)	LN	0.3289		2-2-1	5	LN	3	False	0.0713	0.0285	0.2147	0.3238	0.3289	0.0328	HN-S	0.874	HN-D	0.515	HN-D	0.257	HN-S	0.316	LN	0.998
(ﾟｰﾟ)	LN	0.2325		2-1-1-1	5	LN	5	False	0.193	0.1085	0.139	0.1456	0.2325	0.1813	HP	0.654	LN	0.32	HN-D	0.202	HN-S	0.221	LN	0.517
(ﾟﾛﾟ)	LN	0.3013	HN-D	3-1-1	5	LN	1	False	0.2516	0.032	0.2082	0.1728	0.3013	0.0341	HP	0.997	HN-D	0.443	HN-D	0.215	HN-D	0.38	LN	0.986
(￣^￣)	NB	0.4706	NB	4-1	5	LP	3	False	0.079	0.1878	0.083	0.0621	0.1175	0.4706	NB	0.797	NB	0.475	HN-S	0.201	NB	0.261	NB	0.696
(￣_￣)	LN	0.3496	LN	3-1-1	5	HN-D	3	False	0.0385	0.0574	0.235	0.1665	0.3496	0.153	HN-D	0.418	LN	0.301	HN-S	0.195	LN	0.304	LN	0.725
(￣_￣;)	LN	0.4626	LN	4-1	5	HN-S	5	False	0.0355	0.0442	0.2007	0.2109	0.4626	0.046	LN	0.591	LN	0.449	HN-S	0.199	LN	0.322	LN	0.773
(￣~￣;)	LN	0.5202	LN	4-1	5	nan	0	False	0.0417	0.0908	0.1188	0.1187	0.5202	0.1098	LN	0.829	LN	0.47	HN-S	0.197	LN	0.262	LN	0.848
(￣ε￣;)	LN	0.4015	LN	3-2	5	LP	1	False	0.0441	0.2415	0.1219	0.093	0.4015	0.0979	LP	0.832	LN	0.48	LP	0.191	LN	0.329	LN	0.883
(￣ω￣)	NB	0.5313	NB	4-1	5	LP	2	False	0.0758	0.177	0.0592	0.065	0.0916	0.5313	NB	0.859	NB	0.473	LP	0.203	NB	0.238	NB	0.956
(￣ω￣;)	LN	0.4106	LN	5	5	HN-S	10	False	0.0421	0.0798	0.1126	0.1514	0.4106	0.2033	LN	0.732	LN	0.365	LN	0.195	LN	0.255	LN	0.507
(￣∇￣)	NB	0.4123		2-2-1	5	NB	19	False	0.0833	0.1779	0.0664	0.0704	0.1897	0.4123	NB	0.776	NB	0.558	HP	0.197	LN	0.215	LN	0.467
(￣∇￣;)	LN	0.4497		2-1-1-1	5	LP	6	False	0.0544	0.0942	0.1042	0.1702	0.4497	0.1273	LN	0.625	NB	0.359	HP	0.191	HN-D	0.266	LN	0.863
(￣▽￣)	NB	0.3622	NB	3-1-1	5	NB	72	False	0.0954	0.2866	0.0545	0.0564	0.145	0.3622	LP	0.642	NB	0.435	HP	0.214	NB	0.274	NB	0.62
(￣▽￣;)	HN-S	0.331		2-1-1-1	5	HN-S	10	False	0.0638	0.1008	0.1119	0.331	0.267	0.1254	HN-S	0.893	LN	0.325	HP	0.192	NB	0.247	LN	0.529
(￣へ￣)	NB	0.3295		2-1-1-1	5	nan	0	False	0.0378	0.0869	0.3076	0.106	0.1322	0.3295	HN-D	0.978	NB	0.584	HN-S	0.216	LN	0.312	NB	0.862
(￣ヘ￣)	NB	0.3457	HN-D	3-2	5	nan	0	False	0.036	0.0754	0.316	0.1028	0.124	0.3457	HN-D	0.994	NB	0.569	HN-D	0.227	HN-D	0.313	NB	0.936
(￣ヘ￣;)	HN-D	0.37	HN-D	3-1-1	5	nan	0	False	0.0269	0.0449	0.37	0.1296	0.2355	0.1931	HN-D	0.969	LN	0.531	HN-D	0.264	HN-D	0.358	NB	0.727
(￣ー￣)	NB	0.3131	NB	3-1-1	5	nan	0	False	0.0498	0.1898	0.0935	0.0962	0.2575	0.3131	NB	0.551	NB	0.473	HN-S	0.192	NB	0.25	LN	0.72
(￣ー￣;)	LN	0.3651		2-2-1	5	nan	0	False	0.0337	0.049	0.1628	0.3191	0.3651	0.0703	HN-S	0.933	LN	0.517	HN-S	0.203	HN-D	0.317	LN	0.863
(￣︶￣)	LN	0.3146		2-2-1	5	LN	4	False	0.0617	0.2889	0.121	0.0822	0.3146	0.1316	LP	0.866	LP	0.342	HP	0.196	LN	0.335	LN	0.878
(￣︿￣)	HN-D	0.4709	HN-D	4-1	5	HN-S	2	False	0.0394	0.0327	0.4709	0.1316	0.2571	0.0682	HN-D	0.953	HN-D	0.328	HN-D	0.313	HN-D	0.34	LN	0.485
(￣﹃￣)	LN	0.3095		2-1-1-1	5	HN-D	2	False	0.0501	0.2413	0.1845	0.1333	0.3095	0.0813	LP	0.905	HN-D	0.37	HN-S	0.196	LN	0.289	LN	0.817
(￣﹏￣)	LN	0.3948		2-2-1	5	HN-D	6	False	0.0417	0.0453	0.2189	0.2514	0.3948	0.048	HN-S	0.584	HN-D	0.565	HN-S	0.216	LN	0.308	LN	0.897
(￣￢￢)	LP	0.2309		2-1-1-1	5	HN-S	1	False	0.1451	0.2309	0.2024	0.1981	0.1453	0.0783	LP	0.906	HN-S	0.484	HN-S	0.231	HN-D	0.328	HP	0.507
(￣￣)	NB	0.3113		2-1-1-1	5	HN-S	7	False	0.0604	0.1289	0.1257	0.1668	0.2068	0.3113	NB	0.784	HN-S	0.34	HN-S	0.203	LP	0.222	LN	0.401
(￣￣;✿)	LN	0.2373		2-2-1	5	HN-S	1	False	0.0601	0.2365	0.1947	0.2047	0.2373	0.0668	LP	0.88	HN-S	0.447	HN-S	0.197	HN-D	0.245	HN-D	0.442
(￣￣;￣￣)	HN-D	0.3092	HN-S	4-1	5	LN	1	False	0.0434	0.1152	0.3092	0.3074	0.1535	0.0712	HN-S	0.503	HN-S	0.471	HN-S	0.213	HN-S	0.269	HN-D	0.894
(�sad)	LN	0.4151		2-2-1	5	LN	1	False	0.0364	0.0393	0.2422	0.1953	0.4151	0.0718	HN-S	0.407	LN	0.594	HN-D	0.201	HN-D	0.531	LN	0.993
(�ó_Á⇂)	NB	0.2496	HN-D	3-1-1	5	HN-S	1	False	0.0476	0.0553	0.2419	0.1629	0.2426	0.2496	NB	0.967	HN-D	0.602	HN-D	0.188	HN-D	0.416	LN	0.852
